date,gdp
1965-07-01,5.2206
1965-08-01,5.4134
1965-09-01,5.6062
1965-10-01,5.799
1965-11-01,5.919033333333333
1965-12-01,6.039066666666667
1966-01-01,6.1591
1966-02-01,4.883
1966-03-01,3.6069
1966-04-01,2.3308
1966-05-01,3.070933333333333
1966-06-01,3.811066666666666
1966-07-01,4.5512
1966-08-01,4.5148
1966-09-01,4.4784
1966-10-01,4.442
1966-11-01,2.961333333333333
1966-12-01,1.4806666666666666
1967-01-01,0.0
1967-02-01,0.7940333333333333
1967-03-01,1.5880666666666665
1967-04-01,2.3821
1967-05-01,2.9938666666666665
1967-06-01,3.605633333333333
1967-07-01,4.2174
1967-08-01,4.3043
1967-09-01,4.3912
1967-10-01,4.4781
1967-11-01,5.011566666666667
1967-12-01,5.5450333333333335
1968-01-01,6.0785
1968-02-01,5.818733333333333
1968-03-01,5.558966666666667
1968-04-01,5.2992
1968-05-01,5.193133333333333
1968-06-01,5.087066666666667
1968-07-01,4.981
1968-08-01,4.611866666666667
1968-09-01,4.242733333333334
1968-10-01,3.8736
1968-11-01,3.5580333333333334
1968-12-01,3.2424666666666666
1969-01-01,2.9269
1969-02-01,2.7325
1969-03-01,2.5381
1969-04-01,2.3437
1969-05-01,2.2465333333333333
1969-06-01,2.149366666666667
1969-07-01,2.0522
1969-08-01,1.3498999999999999
1969-09-01,0.6476
1969-10-01,-0.0547
1969-11-01,-0.5631333333333334
1969-12-01,-1.0715666666666668
1970-01-01,-1.58
1970-02-01,-0.9611333333333334
1970-03-01,-0.3422666666666667
1970-04-01,0.2766
1970-05-01,0.6652
1970-06-01,1.0538
1970-07-01,1.4424
1970-08-01,-0.14256666666666673
1970-09-01,-1.7275333333333334
1970-10-01,-3.3125
1970-11-01,-0.06686666666666641
1970-12-01,3.178766666666667
1971-01-01,6.4244
1971-02-01,5.505366666666667
1971-03-01,4.586333333333333
1971-04-01,3.6673
1971-05-01,3.3938
1971-06-01,3.1203
1971-07-01,2.8468
1971-08-01,3.922533333333333
1971-09-01,4.998266666666666
1971-10-01,6.074
1971-11-01,5.804433333333333
1971-12-01,5.534866666666667
1972-01-01,5.2653
1972-02-01,6.492966666666667
1972-03-01,7.720633333333334
1972-04-01,8.9483
1972-05-01,7.947266666666667
1972-06-01,6.946233333333334
1972-07-01,5.9452
1972-08-01,6.778433333333333
1972-09-01,7.611666666666667
1972-10-01,8.4449
1972-11-01,8.250233333333334
1972-12-01,8.055566666666667
1973-01-01,7.8609
1973-02-01,6.100933333333334
1973-03-01,4.340966666666667
1973-04-01,2.581
1973-05-01,2.9027
1973-06-01,3.2244
1973-07-01,3.5461
1973-08-01,2.8100333333333336
1973-09-01,2.073966666666667
1973-10-01,1.3379
1973-11-01,-1.0531
1973-12-01,-3.4440999999999997
1974-01-01,-5.8351
1974-02-01,-4.289633333333333
1974-03-01,-2.744166666666666
1974-04-01,-1.1987
1974-05-01,-1.7559
1974-06-01,-2.3131
1974-07-01,-2.8703
1974-08-01,-4.946766666666667
1974-09-01,-7.023233333333334
1974-10-01,-9.0997
1974-11-01,-9.522066666666667
1974-12-01,-9.944433333333333
1975-01-01,-10.3668
1975-02-01,-7.013633333333333
1975-03-01,-3.6604666666666663
1975-04-01,-0.3073
1975-05-01,3.5145999999999997
1975-06-01,7.3365
1975-07-01,11.1584
1975-08-01,9.238733333333334
1975-09-01,7.319066666666666
1975-10-01,5.3994
1975-11-01,6.100866666666667
1975-12-01,6.802333333333333
1976-01-01,7.5038
1976-02-01,6.4594
1976-03-01,5.414999999999999
1976-04-01,4.3706
1976-05-01,4.223599999999999
1976-06-01,4.0766
1976-07-01,3.9296
1976-08-01,3.605166666666667
1976-09-01,3.2807333333333335
1976-10-01,2.9563
1976-11-01,3.7117666666666667
1976-12-01,4.467233333333333
1977-01-01,5.2227
1977-02-01,5.626799999999999
1977-03-01,6.0309
1977-04-01,6.435
1977-05-01,5.560233333333333
1977-06-01,4.685466666666667
1977-07-01,3.8107
1977-08-01,3.9476
1977-09-01,4.0845
1977-10-01,4.2214
1977-11-01,2.6284
1977-12-01,1.0354
1978-01-01,-0.5576
1978-02-01,2.096366666666667
1978-03-01,4.750333333333334
1978-04-01,7.4043
1978-05-01,6.0789
1978-06-01,4.753500000000001
1978-07-01,3.4281
1978-08-01,4.323733333333333
1978-09-01,5.219366666666667
1978-10-01,6.115
1978-11-01,4.3224
1978-12-01,2.5298
1979-01-01,0.7372
1979-02-01,-0.5947666666666668
1979-03-01,-1.9267333333333334
1979-04-01,-3.2587
1979-05-01,-1.3684666666666667
1979-06-01,0.5217666666666667
1979-07-01,2.412
1979-08-01,2.0849666666666664
1979-09-01,1.7579333333333333
1979-10-01,1.4309
1979-11-01,1.3164333333333333
1979-12-01,1.2019666666666666
1980-01-01,1.0875
1980-02-01,-2.295266666666667
1980-03-01,-5.6780333333333335
1980-04-01,-9.0608
1980-05-01,-5.708
1980-06-01,-2.3552
1980-07-01,0.9976
1980-08-01,2.3445666666666667
1980-09-01,3.691533333333333
1980-10-01,5.0385
1980-11-01,5.528133333333333
1980-12-01,6.017766666666667
1981-01-01,6.5074
1981-02-01,3.7009999999999996
1981-03-01,0.8945999999999996
1981-04-01,-1.9118
1981-05-01,-1.4683333333333333
1981-06-01,-1.0248666666666666
1981-07-01,-0.5814
1981-08-01,-2.129233333333333
1981-09-01,-3.6770666666666663
1981-10-01,-5.2249
1981-11-01,-4.780833333333334
1981-12-01,-4.336766666666667
1982-01-01,-3.8927
1982-02-01,-2.038666666666667
1982-03-01,-0.1846333333333332
1982-04-01,1.6694
1982-05-01,1.3661666666666668
1982-06-01,1.0629333333333335
1982-07-01,0.7597
1982-08-01,-0.33173333333333344
1982-09-01,-1.423166666666667
1982-10-01,-2.5146
1982-11-01,-0.6447
1982-12-01,1.2252
1983-01-01,3.0951
1983-02-01,4.9536
1983-03-01,6.8121
1983-04-01,8.6706
1983-05-01,8.416733333333333
1983-06-01,8.162866666666666
1983-07-01,7.909
1983-08-01,6.764833333333333
1983-09-01,5.620666666666667
1983-10-01,4.4765
1983-11-01,5.763566666666667
1983-12-01,7.050633333333334
1984-01-01,8.3377
1984-02-01,8.050566666666667
1984-03-01,7.763433333333333
1984-04-01,7.4763
1984-05-01,5.8716
1984-06-01,4.2669
1984-07-01,2.6622
1984-08-01,3.0822
1984-09-01,3.5022
1984-10-01,3.9222
1984-11-01,3.0662333333333334
1984-12-01,2.2102666666666666
1985-01-01,1.3543
1985-02-01,1.4837333333333333
1985-03-01,1.6131666666666666
1985-04-01,1.7426
1985-05-01,2.2518666666666665
1985-06-01,2.7611333333333334
1985-07-01,3.2704
1985-08-01,2.9646
1985-09-01,2.6588000000000003
1985-10-01,2.353
1985-11-01,2.6358
1985-12-01,2.9186
1986-01-01,3.2014
1986-02-01,2.493133333333333
1986-03-01,1.7848666666666666
1986-04-01,1.0766
1986-05-01,1.5224333333333333
1986-06-01,1.9682666666666666
1986-07-01,2.4141
1986-08-01,2.191866666666667
1986-09-01,1.9696333333333333
1986-10-01,1.7474
1986-11-01,2.5979666666666668
1986-12-01,3.4485333333333337
1987-01-01,4.2991
1987-02-01,3.7297000000000002
1987-03-01,3.1603000000000003
1987-04-01,2.5909
1987-05-01,3.0065
1987-06-01,3.4221
1987-07-01,3.8377
1987-08-01,3.942066666666667
1987-09-01,4.046433333333334
1987-10-01,4.1508
1987-11-01,3.5225333333333335
1987-12-01,2.8942666666666668
1988-01-01,2.266
1988-02-01,2.540233333333333
1988-03-01,2.8144666666666667
1988-04-01,3.0887
1988-05-01,2.8047
1988-06-01,2.5206999999999997
1988-07-01,2.2367
1988-08-01,2.1544666666666665
1988-09-01,2.072233333333333
1988-10-01,1.99
1988-11-01,3.175466666666667
1988-12-01,4.3609333333333336
1989-01-01,5.5464
1989-02-01,4.256266666666667
1989-03-01,2.9661333333333335
1989-04-01,1.676
1989-05-01,1.9509999999999998
1989-06-01,2.226
1989-07-01,2.501
1989-08-01,1.8342
1989-09-01,1.1674
1989-10-01,0.5006
1989-11-01,1.0323333333333333
1989-12-01,1.5640666666666667
1990-01-01,2.0958
1990-02-01,1.8038
1990-03-01,1.5118
1990-04-01,1.2198
1990-05-01,1.4108333333333334
1990-06-01,1.6018666666666665
1990-07-01,1.7929
1990-08-01,0.4847999999999999
1990-09-01,-0.8233000000000001
1990-10-01,-2.1314
1990-11-01,-2.3579000000000003
1990-12-01,-2.5844
1991-01-01,-2.8109
1991-02-01,-1.7347000000000001
1991-03-01,-0.6585000000000001
1991-04-01,0.4177
1991-05-01,1.0687666666666666
1991-06-01,1.719833333333333
1991-07-01,2.3709
1991-08-01,1.6794333333333333
1991-09-01,0.9879666666666667
1991-10-01,0.2965
1991-11-01,0.8571333333333333
1991-12-01,1.4177666666666666
1992-01-01,1.9784
1992-02-01,1.7809333333333333
1992-03-01,1.5834666666666666
1992-04-01,1.386
1992-05-01,1.8074666666666666
1992-06-01,2.228933333333333
1992-07-01,2.6504
1992-08-01,3.0303666666666667
1992-09-01,3.410333333333333
1992-10-01,3.7903
1992-11-01,3.1266333333333334
1992-12-01,2.4629666666666665
1993-01-01,1.7993
1993-02-01,1.7252999999999998
1993-03-01,1.6513
1993-04-01,1.5773
1993-05-01,1.9996666666666665
1993-06-01,2.4220333333333333
1993-07-01,2.8444
1993-08-01,3.852966666666666
1993-09-01,4.861533333333333
1993-10-01,5.8701
1993-11-01,4.773833333333333
1993-12-01,3.677566666666667
1994-01-01,2.5813
1994-02-01,2.9567
1994-03-01,3.3321
1994-04-01,3.7075
1994-05-01,3.6177333333333332
1994-06-01,3.527966666666667
1994-07-01,3.4382
1994-08-01,3.802766666666667
1994-09-01,4.167333333333334
1994-10-01,4.5319
1994-11-01,3.9610333333333334
1994-12-01,3.3901666666666666
1995-01-01,2.8193
1995-02-01,2.0553666666666666
1995-03-01,1.2914333333333332
1995-04-01,0.5275
1995-05-01,1.7532666666666668
1995-06-01,2.979033333333333
1995-07-01,4.2048
1995-08-01,3.9722166666666663
1995-09-01,3.739633333333333
1995-10-01,3.5070499999999996
1995-11-01,3.2744666666666666
1995-12-01,3.0418833333333333
1996-01-01,2.8093
1996-02-01,3.279933333333333
1996-03-01,3.7505666666666664
1996-04-01,4.2212
1996-05-01,3.537633333333333
1996-06-01,2.8540666666666663
1996-07-01,2.1705
1996-08-01,3.0194
1996-09-01,3.8683
1996-10-01,4.7172
1996-11-01,5.015133333333333
1996-12-01,5.313066666666667
1997-01-01,5.611
1997-02-01,4.461766666666667
1997-03-01,3.312533333333333
1997-04-01,2.1633
1997-05-01,2.6157333333333335
1997-06-01,3.0681666666666665
1997-07-01,3.5206
1997-08-01,3.7798333333333334
1997-09-01,4.039066666666667
1997-10-01,4.2983
1997-11-01,4.279433333333333
1997-12-01,4.260566666666667
1998-01-01,4.2417
1998-02-01,3.3000666666666665
1998-03-01,2.358433333333333
1998-04-01,1.4168
1998-05-01,2.0406666666666666
1998-06-01,2.6645333333333334
1998-07-01,3.2884
1998-08-01,4.053866666666667
1998-09-01,4.819333333333334
1998-10-01,5.5848
1998-11-01,5.220433333333333
1998-12-01,4.856066666666667
1999-01-01,4.4917
1999-02-01,3.7569666666666666
1999-03-01,3.0222333333333333
1999-04-01,2.2875
1999-05-01,3.1329
1999-06-01,3.9783
1999-07-01,4.8237
1999-08-01,5.148466666666667
1999-09-01,5.473233333333333
1999-10-01,5.798
1999-11-01,5.662166666666667
1999-12-01,5.5263333333333335
2000-01-01,5.3905
2000-02-01,5.3235
2000-03-01,5.2565
2000-04-01,5.1895
2000-05-01,4.374633333333334
2000-06-01,3.5597666666666665
2000-07-01,2.7449
2000-08-01,2.2876333333333334
2000-09-01,1.8303666666666665
2000-10-01,1.3731
2000-11-01,1.576
2000-12-01,1.7789
2001-01-01,1.9818
2001-02-01,1.5661333333333334
2001-03-01,1.1504666666666667
2001-04-01,0.7348
2001-05-01,0.37156666666666666
2001-06-01,0.008333333333333304
2001-07-01,-0.3549
2001-08-01,-0.16206666666666666
2001-09-01,0.030766666666666664
2001-10-01,0.2236
2001-11-01,2.0942666666666665
2001-12-01,3.964933333333333
2002-01-01,5.8356
2002-02-01,4.243533333333334
2002-03-01,2.651466666666667
2002-04-01,1.0594
2002-05-01,1.7518
2002-06-01,2.4442000000000004
2002-07-01,3.1366
2002-08-01,2.3391333333333333
2002-09-01,1.5416666666666665
2002-10-01,0.7442
2002-11-01,1.0288
2002-12-01,1.3134000000000001
2003-01-01,1.598
2003-02-01,1.8553333333333335
2003-03-01,2.1126666666666667
2003-04-01,2.37
2003-05-01,3.9648666666666665
2003-06-01,5.559733333333334
2003-07-01,7.1546
2003-08-01,6.111
2003-09-01,5.067399999999999
2003-10-01,4.0238
2003-11-01,4.0684
2003-12-01,4.113
2004-01-01,4.1576
2004-02-01,3.786466666666667
2004-03-01,3.4153333333333333
2004-04-01,3.0442
2004-05-01,3.266566666666667
2004-06-01,3.488933333333333
2004-07-01,3.7113
2004-08-01,3.5233
2004-09-01,3.3353
2004-10-01,3.1473
2004-11-01,3.1274
2004-12-01,3.1075
2005-01-01,3.0876
2005-02-01,3.1964
2005-03-01,3.3052
2005-04-01,3.414
2005-05-01,3.544166666666667
2005-06-01,3.6743333333333332
2005-07-01,3.8045
2005-08-01,2.9092333333333333
2005-09-01,2.0139666666666667
2005-10-01,1.1187
2005-11-01,2.3517333333333337
2005-12-01,3.584766666666667
2006-01-01,4.8178
2006-02-01,4.0311
2006-03-01,3.2443999999999997
2006-04-01,2.4577
2006-05-01,2.1661
2006-06-01,1.8744999999999998
2006-07-01,1.5829
2006-08-01,2.2130666666666667
2006-09-01,2.843233333333333
2006-10-01,3.4734
2006-11-01,2.7356333333333334
2006-12-01,1.9978666666666667
2007-01-01,1.2601
2007-02-01,1.9674666666666667
2007-03-01,2.6748333333333334
2007-04-01,3.3822
2007-05-01,3.5534333333333334
2007-06-01,3.724666666666667
2007-07-01,3.8959
2007-08-01,2.8093333333333335
2007-09-01,1.7227666666666668
2007-10-01,0.6362
2007-11-01,0.6232666666666666
2007-12-01,0.6103333333333334
2008-01-01,0.5974
2008-02-01,1.0278
2008-03-01,1.4582
2008-04-01,1.8886
2008-05-01,1.175
2008-06-01,0.46140000000000003
2008-07-01,-0.2522
2008-08-01,-1.4360333333333333
2008-09-01,-2.619866666666667
2008-10-01,-3.8037
2008-11-01,-4.5837
2008-12-01,-5.3637
2009-01-01,-6.1437
2009-02-01,-4.4349
2009-03-01,-2.7260999999999997
2009-04-01,-1.0173
2009-05-01,0.49976666666666647
2009-06-01,2.016833333333333
2009-07-01,3.5339
2009-08-01,4.266233333333333
2009-09-01,4.998566666666667
2009-10-01,5.7309
2009-11-01,4.900166666666667
2009-12-01,4.0694333333333335
2010-01-01,3.2387
2010-02-01,2.9546666666666668
2010-03-01,2.6706333333333334
2010-04-01,2.3866
2010-05-01,2.2609666666666666
2010-06-01,2.1353333333333335
2010-07-01,2.0097
2010-08-01,2.397466666666667
2010-09-01,2.7852333333333332
2010-10-01,3.173
2010-11-01,2.6980666666666666
2010-12-01,2.223133333333333
2011-01-01,1.7482
2011-02-01,1.5928666666666667
2011-03-01,1.4375333333333333
2011-04-01,1.2822
2011-05-01,1.6760333333333333
2011-06-01,2.0698666666666665
2011-07-01,2.4637
2011-08-01,2.5599
2011-09-01,2.6561
2011-10-01,2.7523
2011-11-01,2.5696333333333334
2011-12-01,2.3869666666666665
2012-01-01,2.2043
2012-02-01,1.9818333333333333
2012-03-01,1.7593666666666665
2012-04-01,1.5369
2012-05-01,1.6958666666666666
2012-06-01,1.8548333333333331
2012-07-01,2.0138
2012-08-01,1.2946999999999997
2012-09-01,0.5755999999999999
2012-10-01,-0.1435
2012-11-01,0.7384666666666667
2012-12-01,1.6204333333333334
2013-01-01,2.5024
2013-02-01,2.226166666666667
2013-03-01,1.9499333333333335
2013-04-01,1.6737
2013-05-01,2.0645666666666664
2013-06-01,2.455433333333333
2013-07-01,2.8463
2013-08-01,2.9735
2013-09-01,3.1007
2013-10-01,3.2279
2013-11-01,2.1879
2013-12-01,1.1479
2014-01-01,0.1079
2014-02-01,1.3879666666666668
2014-03-01,2.6680333333333333
2014-04-01,3.9481
2014-05-01,3.8150666666666666
2014-06-01,3.6820333333333335
2014-07-01,3.549
2014-08-01,3.2467333333333332
2014-09-01,2.9444666666666666
2014-10-01,2.6422
2014-11-01,1.8441999999999998
2014-12-01,1.0462
2015-01-01,0.2482
2015-02-01,0.9394333333333332
2015-03-01,1.6306666666666665
2015-04-01,2.3219
2015-05-01,2.0453666666666663
2015-06-01,1.7688333333333333
2015-07-01,1.4923
2015-08-01,1.2253333333333334
2015-09-01,0.9583666666666667
2015-10-01,0.6914
2015-11-01,0.6402
2015-12-01,0.589
2016-01-01,0.5378
2016-02-01,0.7646
2016-03-01,0.9914
2016-04-01,1.2182
2016-05-01,1.7792666666666666
2016-06-01,2.3403333333333336
2016-07-01,2.9014
2016-08-01,2.5587666666666666
2016-09-01,2.2161333333333335
2016-10-01,1.8735
2016-11-01,1.4803666666666666
2016-12-01,1.0872333333333333
2017-01-01,0.6941
2017-02-01,1.3188333333333333
2017-03-01,1.9435666666666664
2017-04-01,2.5683
2017-05-01,2.7080333333333333
2017-06-01,2.8477666666666663
2017-07-01,2.9875
2017-08-01,2.8433333333333333
2017-09-01,2.6991666666666667
2017-10-01,2.555
2017-11-01,2.4758666666666667
2017-12-01,2.3967333333333336
2018-01-01,2.3176
2018-02-01,2.898233333333333
2018-03-01,3.4788666666666668
2018-04-01,4.0595
2018-05-01,3.8730666666666664
2018-06-01,3.6866333333333334
2018-07-01,3.5002
2018-08-01,3.196066666666667
2018-09-01,2.8919333333333332
2018-10-01,2.5878
2018-11-01,2.7820333333333336
2018-12-01,2.9762666666666666
2019-01-01,3.1705
2019-02-01,2.7986666666666666
2019-03-01,2.4268333333333336
2019-04-01,2.055
2019-05-01,2.0096000000000003
2019-06-01,1.9642000000000002
2019-07-01,1.9188
2019-08-01,1.9728
2019-09-01,2.0268
2019-10-01,2.0808
2019-11-01,-0.20719999999999983
2019-12-01,-2.4951999999999996
2020-01-01,-4.7832
2020-02-01,-14.156733333333332
2020-03-01,-23.530266666666666
2020-04-01,-32.9038
2020-05-01,-10.908333333333328
2020-06-01,11.087133333333341
2020-07-01,33.0826
2020-08-01,23.392533333333333
2020-09-01,13.702466666666666
2020-10-01,4.0124
2020-11-01,4.804166666666667
2020-12-01,5.595933333333333
2021-01-01,6.3877
2021-02-01,6.426
2021-03-01,6.4643
2021-04-01,6.5026
2021-05-01,5.0071666666666665
2021-06-01,3.5117333333333334
2021-07-01,2.0163
2021-08-01,3.6402333333333337
2021-09-01,5.264166666666666
2021-10-01,6.8881
2021-11-01,4.120666666666667
2021-12-01,1.3532333333333337
2022-01-01,-1.4142
2022-02-01,-1.2539666666666667
2022-03-01,-1.0937333333333332
2022-04-01,-0.9335
2022-05-01,0.23286666666666656
2022-06-01,1.399233333333333
2022-07-01,2.5656
2022-08-01,2.6740666666666666
2022-09-01,2.7825333333333333
2022-10-01,2.891
2022-11-01,2.2815333333333334
2022-12-01,1.6720666666666666
2023-01-01,1.0626
2023-02-01,1.5129666666666666
2023-03-01,1.9633333333333334
2023-04-01,2.4137
2023-05-01,3.2350333333333334
2023-06-01,4.0563666666666665
2023-07-01,4.8777
2023-08-01,4.345133333333333
2023-09-01,3.812566666666666
2023-10-01,3.28
